Recipe ID;Category;Directions
7122;Home  >  Recipes  >  Main Dish  >  Chicken  >  Chicken Marsala;Place chicken breasts between two pieces of wax paper, and pound to 1/4 inch thick with a meat mallet. Dust chicken with flour, salt , pepper and oregano.<br>In a skillet, fry chicken in olive oil over medium heat. Cook until done, turning to cook evenly. Set aside, and keep warm.<br>In the same pan, melt the butter over medium heat, add mushrooms, sun-dried tomatoes, and Marsala wine. Cook for approximately 10 minutes, stirring occasionally. Mix in spinach, and cook for about 2 minutes. Serve over chicken.<br>
4894;Home  >  Recipes  >  Main Dish  >  Seafood  >  Salmon;Prepare outdoor grill for high heat.<br>Trim the tail and fins off of the salmon. Make several shallow cuts across the salmon's skin. Place salmon on 3 large, slightly overlapping sheets of aluminum foil.<br>In a bowl, stir together soy sauce, chile sauce, ginger, and garlic. Mix in lime juice, lime zest, and brown sugar. Spoon sauce over the salmon.<br>Fold the foil over the salmon, and crimp the edges to seal.<br>If using hot coals, move them to one side of the grill. Place the fish on the side of the grill that does not have coals directly underneath it, and close the lid. If using a gas grill, place the fish on one side, and turn off the flames directly underneath it, close the lid. Cook for 25 to 30 minutes. Remove to a serving platter, and pour any juices that may have collected in the foil over the top of the fish. Sprinkle with green onions.<br>
1815;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;Combine the olive oil, Worcestershire sauce, soy sauce, garlic, onion, salt, pepper, rosemary, steak seasoning, and steak sauce in the container of a food processor or blender. Process until well blended.<br>Prick steaks on both sides with a fork, and place in a shallow container with a lid. Pour marinade over steaks, cover, and refrigerate at least 3 hours, or overnight.<br>Preheat an outdoor grill for medium heat, or light charcoal, and wait until coals are completely white. Soaked wood chips may be added to the coals when ready for a smoky flavor, if you like.<br>Remove steaks from marinade, and discard the marinade. Lightly oil the grilling surface, and place steaks on the grill. Cover, and grill steaks for about 10 minutes on each side, or to your desired degree of doneness.<br>
393;Home  >  Recipes  >  Side Dish  >  Sauces and Condiments;Place egg in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop.<br>Place the chopped eggs in a bowl, and stir in the mayonnaise, mustard and green onion. Season with salt, pepper and paprika. Stir and serve on your favorite bread or crackers.<br>
3640;Home  >  Recipes  >  Main Dish  >  Meatballs  >  Italian Meatballs;Preheat oven to 400 degrees F (200 degrees C). Line a rimmed baking sheet with aluminum foil and set aside.<br>Pulse garlic cloves in a food processor until minced. Add onion and jalapeno, and pulse until minced again. Scrape the onion mixture into a large bowl along with the turkey, blue cheese, bread crumbs, egg whites, and olive oil. Season with soy sauce, dried parsley, Italian seasoning, pepper, and chili powder. Mix well.<br>Roll the mixture into 2 inch balls, and place onto prepared baking sheet. Bake in preheated oven until golden brown, and no longer pink in the center, about 25 minutes.<br>
4236;Home  >  Recipes  >  Main Dish  >  Seafood  >  Salmon  >  Salmon Steaks;Preheat oven to 400 degrees F (200 degrees C).<br>Rinse salmon, and arrange in a 9x13 inch baking dish. Sprinkle salt, pepper, onion powder, and dill over the fish. Place pieces of butter evenly over the fish.<br>Bake in preheated oven for 20 to 25 minutes. Salmon is done when it flakes easily with a fork.<br>
2355;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Pour the cream of chicken soup into a blender along with the green chiles, olives, jalapeno, and lime juice. Puree until smooth, then pour into a saucepan, and warm over medium-low heat while proceeding with the recipe.<br>In a large bowl, stir together the cream cheese, Monterey Jack cheese, and taco seasoning until well blended. Fold in the chicken. Evenly divide mixture among the 8 tortillas. Fold each tortilla into a rectangular packet around the filling.<br>Heat the vegetable oil in a large skillet over medium-high heat. Fry 4 chimichangas at a time until golden brown, then drain on a plate lined with paper towels.<br>To serve, place a chimichanga on a plate, and ladle the warm sauce overtop. Sprinkle with Cheddar cheese and green onions. Finish with a dollop of sour cream.<br>
1543;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;Melt butter in a large skillet, over medium heat. Season the pork chops with black pepper and garlic powder. Fry the chops in butter until no longer pink and the juices run clear, about 20 to 25 minutes. Turn occasionally to brown evenly.<br>Remove chops to a plate and keep warm. Stir the whipping cream into the skillet, loosening any bits of meat stuck to the bottom. Stir in blue cheese. Cook, stirring constantly until sauce thickens, about 5 minutes. Pour sauce over warm pork chops.<br>
3564;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;In a shallow dish, mix together the bread crumbs and flour. Season with salt and pepper. Place the egg in a separate dish. Heat oil in a large skillet over medium-high heat. Dip pork steaks in egg, then coat with the bread crumb mixture. Fry in the hot oil until browned on both sides and cooked through, about 5 minutes per side.<br>Remove the pork to a platter and keep warm. Add onion and mushrooms to the skillet and cook until lightly browned. Pour in water and dissolve the bouillon cube. Simmer for about 20 minutes. Stir together the cornstarch and sour cream, stir into the skillet. Cook over low heat until thickened but do not boil. Spoon over the pork cutlets and serve immediately.<br>
165;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Heroes, Hoagies and Subs;Place the Italian sausage links, spaghetti sauce, green pepper and onion into a slow cooker. Stir to coat everything in sauce.<br>Cover, and cook on Low for 6 hours. Serve on hoagie rolls.<br>
1544;Home  >  Recipes  >  Main Dish  >  Seafood  >  Scallops;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9 inch pie plate.<br>Bring a pot of water to a rolling boil. Rinse the scallops, and drop them into the boiling water, cook for 2 minutes. Remove the scallops with a slotted spoon, and pat dry. Place on the bottom of the prepared pie plate.<br>In a small saucepan, melt the butter, and stir in the flour. Cook over low heat for 3 minutes. Whisk in heavy cream and 1/4 cup Parmesan cheese. Season with salt and pepper to taste. Cook for another 2 to 3 minutes, stirring constantly, or until thick.<br>Squeeze the spinach dry, and spread over the scallops. Pour the cream sauce over the spinach, and top with mozzarella cheese, 1/4 cup Parmesan cheese, and bread crumbs. Sprinkle Old Bay Seasoning over the bread crumbs.<br>Bake in preheated oven for 15 minutes, or until browned and bubbly.<br>
1003;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Cheese;Slice the loaf of bread in half lengthwise. Layer the basil, tomato slices, and mozzarella cheese between the two halves of bread. Cut into four sandwiches.<br>In a small dish, stir together the balsamic vinegar and red pepper flakes. Use as a dipping sauce.<br>
3923;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Gyros;In a small bowl, mix the balsamic vinaigrette, juice from 1/2 lemon, oregano, and 1/2 teaspoon black pepper. Place chicken in a large resealable plastic bag. Pour marinade over the chicken, seal, and refrigerate for at least 1 hour.<br>Preheat an outdoor grill for high heat.<br>Toss the shredded cucumber with 1 teaspoon kosher salt, and allow to sit at least 5 minutes. In a medium bowl, mix the yogurt, sour cream, 1 tablespoon lemon juice, rice vinegar, and olive oil. Season with garlic, fresh dill, and Greek seasoning. Squeeze the cucumber to remove any excess water, stir into sauce. Season to taste with kosher salt and pepper. Refrigerate until ready to use.<br>Remove chicken from marinade and place on prepared grill. Discard remaining marinade. Cook chicken until juices run clear, about 8 minutes on each side. Remove chicken from heat, and allow to sit about 10 minutes before slicing into thin strips.<br>Place pita rounds on the grill, and cook for about 2 minutes, until warm, turning frequently to avoid burning. Arrange warmed pita, sliced chicken, lettuce, onion, tomato, olives, and pepperoncini on a serving platter. Serve tzatziki sauce and feta cheese in separate bowls on the side. Stuff pita pockets with chicken and toppings to serve.<br>
1561;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;Preheat oven to 200 degrees F (95 degrees C). In a small bowl, combine crushed thyme, sage, salt, and pepper. Rub evenly over pork chops.<br>Melt butter and olive oil in a nonstick skillet. Cook pork chops for 4 to 5 minutes on each side, turning once. Remove from skillet and keep warm in preheated oven.<br>In the skillet, combine raspberry jam, orange juice, and vinegar. Bring to a boil, and cook for 2 to 3 minutes, or until sauce is reduced to desired consistency (sauce will thicken as it cools). Spoon sauce in a pool onto a serving plate, and top with pork chops. Garnish with sprigs of thyme.<br>
1952;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp;In a large bowl, mix together garlic powder, black pepper, 1/3 cup Worcestershire sauce, wine, and salad dressing, add shrimp, and toss to coat. Cover, and marinate in the refrigerator for 1 hour.<br>Preheat grill for high heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade.<br>In a small bowl, stir together honey, melted butter, and remaining 2 tablespoons Worcestershire sauce. Set aside for basting.<br>Lightly oil grill grate. Grill shrimp for 2 to 3 minutes per side, or until opaque. Baste occasionally with the honey-butter sauce while grilling.<br>
202;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp;Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.<br>Meanwhile, melt butter together with the olive oil in a saucepan over medium heat. Stir in onion, and cook until softened and translucent, about 2 minutes. Stir in garlic, red pepper, and mushroom, cook over medium-high heat until soft, about 2 minutes more.<br>Stir in the shrimp, and cook until firm and pink, then pour in Alfredo sauce, Romano cheese, and cream, bring to a simmer stirring constantly until thickened, about 5 minutes. Season with cayenne, salt, and pepper to taste. Stir drained pasta into the sauce, and serve sprinkled with chopped parsley.<br>
4932;Home  >  Recipes  >  Main Dish  >  Seafood  >  Cod;Preheat oven to 500 degrees F (260 degrees C). Coat a 9x13 inch baking dish with non-stick cooking spray.<br>In a medium bowl, marinate the fish fillets in the salad dressing for a few minutes.<br>Toss the shredded cheese and crushed chips together. Place the marinated fish fillets in the prepared baking dish and top with the cheese/chip mixture. Discard the leftover marinade.<br>Bake, uncovered in the preheated oven for 8 to 10 minutes or until the fish can be flaked with a fork.<br>
34;Home  >  Recipes  >  Main Dish  >  Seafood  >  Salmon  >  Baked Salmon;In a small bowl, mix the maple syrup, soy sauce, garlic, garlic salt, and pepper.<br>Place salmon in a shallow glass baking dish, and coat with the maple syrup mixture. Cover the dish, and marinate salmon in the refrigerator 30 minutes, turning once.<br>Preheat oven to 400 degrees F (200 degrees C).<br>Place the baking dish in the preheated oven, and bake salmon uncovered 20 minutes, or until easily flaked with a fork.<br>
2599;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;In a shallow glass dish, mix the oil, lime juice, lime zest, garlic, oregano, red pepper flakes, salt, and black pepper. Add chicken, and turn to coat. Cover, and marinate in the refrigerator for 1 hour, turning occasionally.<br>Preheat grill for medium-high heat.<br>Lightly oil the grill grate. Drain and discard marinade. Grill chicken for 6 to 8 minutes each side, or until juices run clear.<br>
418;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Baked and Roasted;Preheat oven to 375 degrees F (190 degrees C).<br>Place chicken in a 9x13 inch baking dish. Mix together the oil, soy sauce, ketchup, honey, garlic, salt and pepper. Pour over the chicken.<br>Bake in preheated oven for one hour, or until sauce is caramelized.<br>
22;Home  >  Recipes  >  Main Dish;Preheat oven to 400 degrees F (200 degrees C).<br>Heat 2 teaspoons olive oil in a large skillet over medium heat, and cook and stir the sausage until browned. Transfer the cooked sausage to a large baking dish. Pour 1/4 cup of olive oil into the skillet, and cook the potatoes, stirring occasionally, until browned, about 10 minutes. Place the potatoes into the baking dish, leaving some oil. Cook and stir the green and red peppers and onions in the hot skillet until they are beginning to soften, about 5 minutes. Add the vegetables to the baking dish. Pour wine and chicken stock over the vegetables and sausage, and sprinkle with Italian seasoning, salt, and pepper. Gently stir the sausage, potatoes, and vegetables together.<br>Bake in the preheated oven until hot and bubbling, 20 to 25 minutes. Serve hot.<br>
2208;Home  >  Recipes  >  Main Dish;In a large bowl, combine ketchup, brown sugar, red wine vinegar, Dijon-style mustard, Worcestershire sauce, and liquid smoke. Stir in salt, pepper, and garlic powder.<br>Place chuck roast in a slow cooker. Pour ketchup mixture over chuck roast. Cover, and cook on Low for 8 to 10 hours.<br>Remove chuck roast from slow cooker, shred with a fork, and return to the slow cooker. Stir meat to evenly coat with sauce. Continue cooking approximately 1 hour.<br>
2492;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Baked and Roasted  >  Oven Fried;Preheat oven to 350 degrees F (175 degrees C).<br>Place flour in a shallow plate or bowl and season with salt and pepper to taste. Put the bread crumbs in another shallow plate or bowl and beat the eggs in another bowl.<br>Dredge the chicken piece by piece in the flour, then the egg, then the bread crumbs, until all pieces are coated. Pour the oil into a 9x13 inch baking dish. Add the chicken to the dish and sprinkle with paprika to taste. Bake in the preheated oven for 30 minutes, then turn pieces over and bake for another 30 minutes. Remove from oven and drain on paper towels. Enjoy!<br>
131;Home  >  Recipes  >  Main Dish  >  Chicken  >  Chicken Cordon Bleu;Pound chicken breasts if they are too thick. Place a cheese and ham slice on each breast within 1/2 inch of the edges. Fold the edges of the chicken over the filling, and secure with toothpicks. Mix the flour and paprika in a small bowl, and coat the chicken pieces.<br>Heat the butter in a large skillet over medium-high heat, and cook the chicken until browned on all sides. Add the wine and bouillon. Reduce heat to low, cover, and simmer for 30 minutes, until chicken is no longer pink and juices run clear.<br>Remove the toothpicks, and transfer the breasts to a warm platter. Blend the cornstarch with the cream in a small bowl, and whisk slowly into the skillet. Cook, stirring until thickened, and pour over the chicken. Serve warm.<br>
687;Home  >  Recipes  >  Main Dish  >  Pasta;Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.<br>Place sausage in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. In a large saucepan, heat marinara with 1 teaspoon basil until bubbling. In a medium bowl, mix together ricotta, 1 teaspoon Italian seasoning, salt and pepper.<br>Spread bottom of a 9x13 inch baking dish with sauce. Layer 1/2 of the ziti, 1/2, the sausage, 1/2 of the ricotta, and 1/2 the mozzarella. Spoon half of the sauce over top. Repeat layers. Sprinkle top with remaining 1/2 teaspoons basil and Italian seasoning.<br>Bake in preheated oven for 40 to 45 minutes.<br>
1054;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Coat chicken breasts with egg, and dip in bread crumbs. Place on a wire rack, and allow to dry for about 10 minutes.<br>Heat olive oil in a large skillet over medium heat. Place chicken into the skillet, and fry for 3 to 5 minutes on each side. Remove to a platter, and keep warm.<br>Drain grease from the skillet, and squeeze in lime juice. Cook over low heat until it boils. Add butter, and stir until melted. Season with chives and dill. Spoon sauce over chicken, and serve immediately.<br>
865;Home  >  Recipes  >  Main Dish  >  Casseroles  >  Rice;Preheat oven to 350 degrees F (175 degrees C).<br>Bring to a boil the chicken breasts, celery, 1/2 teaspoon salt, 1/8 teaspoon pepper, and enough water to cover. Cover, reduce heat to medium low, simmer for 35 minutes. Drain, reserving 1 cup liquid. Cool chicken, remove meat from bones, and cut into bite-size pieces.<br>In a large bowl, stir together sour cream, soup, broth, celery salt, onion powder, garlic powder, and salt and pepper to taste. Mix in cooked rice and chicken. Spoon mixture into a 9x13 inch casserole dish. In a resealable bag, shake together crushed crackers and melted butter. Sprinkle crackers over the top.<br>Bake in preheated oven for 30 to 35 minutes.<br>
509;Home  >  Recipes  >  Main Dish  >  Pasta;Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.<br>Combine heavy cream and butter in a Dutch oven or large, heavy saucepan over medium heat. Heat until butter melts, stirring occasionally, be careful not to bring mixture to a boil. Stir in Parmesan cheese, parsley, salt, pepper and garlic powder. Toss with cooked pasta and serve immediately.<br>
4192;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;In a small bowl, stir together the melted butter and hot sauce. Place chicken breasts in a glass bowl, and pour the sauce over. Turn to coat, cover and refrigerate for 15 to 20 minutes.<br>Preheat the oven to 400 degrees F (200 degrees C). Remove chicken breasts from the hot sauce, and place 1 tablespoon of cheese in the center of each one. Roll up, and secure with a toothpick. Repeat with remaining breasts, and place them seam side down in a glass baking dish.<br>Cover the dish, and bake for 30 minutes, or until chicken is fork tender. Increase the temperature of the oven to 450 degrees, and place the chicken 8 inches from the heat. Uncover, and bake for 5 minutes, until browned. Garnish with remaining shredded cheese, remove toothpicks, and serve with ranch or blue cheese dressing.<br>
384;Home  >  Recipes  >  Main Dish  >  Seafood  >  Cod;To make beer batter: In a large bowl, combine flour, cornstarch, baking powder, and salt. Blend egg and beer, then quickly stir into the flour mixture (don't worry about a few lumps).<br>To make white sauce: In a medium bowl, mix together yogurt and mayonnaise. Gradually stir in fresh lime juice until consistency is slightly runny. Season with jalapeno, capers, oregano, cumin, dill, and cayenne.<br>Heat oil in deep-fryer to 375 degrees F (190 degrees C).<br>Dust fish pieces lightly with flour. Dip into beer batter, and fry until crisp and golden brown. Drain on paper towels. Lightly fry tortillas, not too crisp. To serve, place fried fish in a tortilla, and top with shredded cabbage, and white sauce.<br>
228;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Pan-Fried;Pour 1 1/2 cups water, orange juice, lemon juice, rice vinegar, and soy sauce into a saucepan and set over medium-high heat. Stir in the orange zest, brown sugar, ginger, garlic, chopped onion, and red pepper flakes. Bring to a boil. Remove from heat, and cool 10 to 15 minutes.<br>Place the chicken pieces into a resealable plastic bag. When contents of saucepan have cooled, pour 1 cup of sauce into bag. Reserve the remaining sauce. Seal the bag, and refrigerate at least 2 hours.<br>In another resealable plastic bag, mix the flour, salt, and pepper. Add the marinated chicken pieces, seal the bag, and shake to coat.<br>Heat the olive oil in a large skillet over medium heat. Place chicken into the skillet, and brown on both sides. Drain on a plate lined with paper towels, and cover with aluminum foil.<br>Wipe out the skillet, and add the sauce. Bring to a boil over medium-high heat. Mix together the cornstarch and 2 tablespoons water, stir into the sauce. Reduce heat to medium low, add the chicken pieces, and simmer, about 5 minutes, stirring occasionally.<br>
2780;Home  >  Recipes  >  Main Dish  >  Steaks and Chops;Place meat in the bottom of the slow cooker, if necessary, slice meat to make it fit!<br>In a medium bowl, mix together mushroom and tomato soup. Pour mixture over beef. Sprinkle dry onion soup mix over top.<br>Cover, and cook on Low for 8 to 10 hours.<br>
3265;Home  >  Recipes  >  Main Dish;Heat 1 tablespoon oil in a skillet over medium heat, and saute the onion and garlic until soft. Mix in beans, bell pepper, tomatoes, and corn, cook until heated through.<br>Spread 6 tortillas with equal amounts of the bean and vegetable mixture. Sprinkle with equal amounts of the Cheddar cheese, and top with the remaining tortillas to form quesadillas.<br>Heat 1/4 cup oil in a large skillet over medium-high heat. Place quesadillas in the skillet and cook, turning once, until cheese is melted and both sides are lightly browned.<br>
549;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Skillet;Season chicken with salt and brown in a large saucepan over medium heat until almost cooked through. Remove chicken from pan and set aside.<br>Saute onion, garlic, carrots and celery in same pan. When tender, stir in ginger, paprika, cumin, oregano, cayenne pepper and turmeric, stir fry for about 1 minute, then mix in broth and tomatoes. Return chicken to pan, reduce heat to low and simmer for about 10 minutes.<br>Add chickpeas and zucchini to pan and bring to simmering once again, cover pan and cook for about 15 minutes, or until zucchini is cooked through and tender. Stir in lemon juice and serve.<br>
2152;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Preheat oven to 350 degrees F (175 degrees C).<br>In a medium bowl, mix the olive oil, garlic salt, parsley, chives, pepper, Old Bay Seasoning, and seasoning salt. Rub the chicken breasts with 1/2 the mixture, and place the breasts in a medium baking dish.<br>Toss the green bell peppers, tomatoes, and red onion with the remaining olive oil mixture. Arrange over the chicken.<br>Bake 1 hour in the preheated oven, stirring the vegetables once, until the vegetables are tender, the chicken is no longer pink, and its juices run clear.<br>
1474;Home  >  Recipes  >  Main Dish  >  Casseroles  >  Noodles;Cook noodles according to package directions.<br>Preheat oven to 350 degrees F (175 degrees C).<br>In a medium skillet over medium-high heat, brown the ground beef with the onion, garlic and green bell pepper. Drain excess fat. Stir in the noodles, pepperoni, pizza sauce and milk, and mix well. Pour this mixture into a 2-quart casserole dish.<br>Bake at 350 degrees F (175 degrees C) for 20 minutes, top with the cheese, then bake for 5 to 10 more minutes.<br>
4187;Home  >  Recipes  >  Main Dish;Heat olive oil in a large heavy skillet over medium high heat. Cook sausage until browned on all sides. Remove sausage from pan, and set aside. Pour in 1 bottle of beer to deglaze the pan, scraping up any blackened bits from the bottom. Place the red peppers, green peppers, onions and garlic in the pan. Stir in the remaining beer and the tomato paste. Season with oregano, cilantro, hot sauce, salt and pepper. Cover, and simmer until onions and peppers are tender. Slice the sausages into bite size pieces, and add to the peppers. Cover, and simmer until sausage is cooked through.<br>
2783;Home  >  Recipes  >  Main Dish  >  Pasta  >  Lasagna  >  Spinach Lasagna;Bring a large pot of lightly salted water to a boil. Add lasagna and cook for 8 to 10 minutes or until al dente. Rinse in cold water and drain well.<br>Meanwhile, in a large sauce pan over medium heat add oil and cook broccoli or spinach and green onions until tender, stirring frequently. Remove pan from heat and stir in ricotta cheese, Parmesan cheese, salt and egg.<br>Preheat oven to 375 degrees F (190 degrees C).<br>Place noodles in a single layer on a sheet of waxed paper. Evenly spread some of the cheese mixture on each noodle. Roll up each noodle from the short end, jelly-roll style.<br>In a 8x12 inch baking dish, spoon about 3/4 of the Alfredo sauce on the bottom and spread evenly. Arrange the rolled noodles, seam side down, in the dish. Top with mozzarella cheese and remaining sauce. Cover loosely with foil and bake in preheated oven for 30 minutes or until hot and bubbly and the cheese is melted. Serve.<br>
3029;Home  >  Recipes  >  Main Dish  >  Roasts;Preheat oven to 425 degrees F (220 degrees C).<br>Mix bread crumbs and olive oil in bowl to reach consistency that would be moist enough to stick to the meat when pressed. Place pork on a shallow cooking sheet. Press the crumb mixture onto all sides of the meat until there is no pink showing, usually 1/4 inch thick.<br>Bake for at least 35 minutes until a meat thermometer reads 165 degrees F (75 degrees C) or until there is no pink when the pork is cut. Let the pork rest for 10 minutes, then cut into 1/2 inch slices.<br>
8085;Home  >  Recipes  >  Main Dish;Preheat oven to 450 degrees F (230 degrees C).<br>Place chicken pieces in a 9x13 inch baking dish. Pour oil and stock over chicken and sprinkle with garlic. Season with oregano, salt and pepper and top with cheese.<br>Bake in the preheated oven for about 45 to 60 minutes, or until chicken is cooked through and no longer pink inside.<br>Pour vinegar over chicken and serve.<br>
4741;Home  >  Recipes  >  Main Dish  >  Pasta;Preheat oven to 350 degrees F (175 degrees C).<br>Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente, drain.<br>Meanwhile, in a large bowl, combine ricotta cheese, 4 ounces mozzarella cheese, Monterey Jack cheese, sour cream, bread crumbs, parsley and salt and pepper to taste, mix well.<br>In a 9 x 13 inch baking dish, spray dish with non-stick cooking spray and cover bottom of dish with a thin film of spaghetti sauce.<br>Fill each manicotti with cheese mixture and place in dish, cover with remaining sauce. Sprinkle remaining mozzarella cheese on top of sauce.<br>Bake in preheated oven uncovered for 40 minutes, serve.<br>
2074;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;In a large bowl, mix the soy sauce, cider vinegar, honey, canola oil, and green onions. Place the mushrooms and chicken into the mixture, and stir to coat. Cover, and marinate in the refrigerator at least 1 hour.<br>Preheat grill for high heat.<br>Remove the mushrooms and chicken from the marinade and shake off excess. Pour the marinade into a small saucepan and bring to a boil over high heat. Reduce heat to medium-low and simmer for 10 minutes, set aside.<br>Wrap the chicken chunks with bacon, and thread onto skewers so that the bacon is secured. Alternate with mushroom halves and pineapple chunks.<br>Lightly oil the grill grate. Arrange skewers on the prepared grill. Cook 15 to 20 minutes, brushing occasionally with remaining soy sauce mixture, until bacon is crisp and chicken juices run clear.<br>
3467;Home  >  Recipes  >  Main Dish  >  Sandwiches  >  Heroes, Hoagies and Subs;In a large bowl, toss together the lettuce, tomatoes and onion. In a separate bowl, whisk together the olive oil, white wine vinegar, parsley, garlic, basil, red pepper flakes and oregano. Pour over the salad, and toss to coat evenly. Refrigerate for about 1 hour.<br>Spread the submarine rolls open, and layer the Capacola, salami, prosciutto, and provolone cheese evenly on each roll. Top with some of the salad, and as many pickle slices as desired. Close the rolls and serve.<br>
200;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Place chicken in a slow cooker. In a bowl, mix the barbecue sauce, Italian salad dressing, brown sugar, and Worcestershire sauce. Pour over the chicken.<br>Cover, and cook 3 to 4 hours on High or 6 to 8 hours on Low.<br>
9319;Home  >  Recipes  >  Main Dish  >  Seafood  >  Shrimp;Heat the olive oil in a Dutch oven or large pot over medium heat. Stir in the sausage, and cook for 2 minutes. Add the onion, bell pepper, and celery, season with salt and Cajun seasoning. Cook and stir until the vegetables are soft, 6 to 8 minutes. Stir in the rice until evenly coated in the vegetable mixture, then pour in the tomatoes with juice, garlic, chicken broth, bay leaves, and thyme leaves. Bring to a simmer over medium-high heat, then reduce heat to medium-low, cover, and simmer 20 minutes.<br>After 20 minutes, stir in the shrimp, and cook 10 minutes uncovered until the shrimp turn pink and are no longer translucent in the center. Remove the pot from the heat, and let stand 5 minutes. Discard the bay leaves before serving.<br>
661;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts  >  Mexican-Style;In a medium saucepan combine the broth, rice, sauce, and 1 diced onion. Mix and bring to a boil, reduce heat to low and let simmer for about 20 minutes, or until rice is tender.<br>Meanwhile, heat tortillas in a large skillet (so that they are soft enough to fold).<br>When rice mixture is ready, spoon equal amounts of the following onto each tortilla: Chicken, shredded Jack cheese, diced onion, olives, rice mixture and beans. Roll tortillas, tucking in sides to prevent filling from spilling over.<br>Heat oil in a large skillet and fry the filled tortillas, turning, until browned on all sides. Drain on paper towels.<br>To Serve: In a medium bowl combine the avocados, cilantro, lemon juice, green onions, chile peppers and tomatoes. Mash together. Place shredded lettuce on a platter, topped with chimichangas, avocado mix, sour cream and shredded Cheddar cheese.<br>
1625;Home  >  Recipes  >  Main Dish  >  Casseroles  >  Seafood  >  Tuna;Bring a large pot of water to a boil. Add noodles and frozen peas. Cook until noodles are al dente, drain well. Return noodles and peas to the pot.<br>Mix soup, tuna fish, onions, processed cheese and pepper into the pot. Stir constantly until all of the ingredients are well mixed and the cheese has melted. Serve.<br>
1650;Home  >  Recipes  >  Main Dish  >  Stir-Fry  >  Pork;Place cubed pork in a medium bowl, and season with 1 teaspoon salt, 1/4 teaspoon sugar, and 1 teaspoon soy sauce. Mix in the egg white and green onions. Cover, and place in the refrigerator at least 1 hour.<br>Heat 1 quart oil to 365 degrees F (185 degrees C) in a large, heavy saucepan or deep fryer.<br>Coat the pork with 1/2 cup cornstarch, and fry in the heated oil about 10 minutes, until evenly browned. Drain on paper towels.<br>Heat 1 tablespoon oil in a wok over medium heat. Stir in the celery, green bell pepper, and onion, and cook until tender. Season with salt and sugar. Remove from heat, and set aside.<br>In a large saucepan, mix 1 cup water, 1/4 teaspoon salt, 3/4 cup sugar, apple cider vinegar, ketchup, and 1/2 teaspoon soy sauce. Bring to a boil, and stir in the cooked pork, celery mixture, and the pineapple chunks with juice. Return to boil, and mix in 2 tablespoons cornstarch and 1/4 cup water to thicken. Cook until well blended.<br>
748;Home  >  Recipes  >  Meat and Poultry  >  Chicken  >  Chicken Breasts;Rub the chicken breasts with the seasoning salt, cover and refrigerate for 30 minutes.<br>Preheat oven to 350 degrees F (175 degrees C). Place bacon in a large, deep skillet. Cook over medium high heat until crisp. Set aside.<br>In a medium bowl, combine the mustard, honey, corn syrup, mayonnaise and dried onion flakes. Remove half of sauce, cover and refrigerate to serve later.<br>Heat oil in a large skillet over medium heat. Place the breasts in the skillet and saute for 3 to 5 minutes per side, or until browned. Remove from skillet and place the breasts into a 9x13 inch baking dish. Apply the honey mustard sauce to each breast, then layer each breast with mushrooms and bacon. Sprinkle top with shredded cheese.<br>Bake in preheated oven for 15 minutes, or until cheese is melted and chicken juices run clear. Garnish with parsley and serve with the reserved honey mustard sauce.<br>
